Year,Date,Time,Round,Stadium,City,Country,HomeTeam,HomeGoals,AwayGoals,AwayTeam,Observation,home_team_goals,away_team_goals,total_goals_per_country,unique_countries,final_country_name,final_times_reached,knockouts_Country,knockouts_count_per_country,wining_Team,Win_Count
2010,20-Jun-10, 13:30 ,Group F,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Slovakia,0,2,Paraguay, ,3,16,,,,,,,,
2010,20-Jun-10, 16:00 ,Group F,Mbombela Stadium,Nelspruit ,South Africa,Italy,1,1,New Zealand, ,99,3,,,,,,,,
2010,20-Jun-10, 20:30 ,Group G,Soccer City Stadium,Johannesburg ,South Africa,Brazil,3,1,Cï¿½te d'Ivoire, ,180,8,,,,,,,,
2010,21-Jun-10, 13:30 ,Group G,Cape Town Stadium,Cape Town ,South Africa,Portugal,7,0,Korea DPR, ,36,4,,,,,,,,
2010,21-Jun-10, 16:00 ,Group H,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Chile,1,0,Switzerland, ,25,23,,,,,,,,
2010,21-Jun-10, 20:30 ,Group H,Ellis Park Stadium,Johannesburg ,South Africa,Spain,2,0,Honduras, ,50,1,,,,,,,,
2010,22-Jun-10, 16:00 ,Group A,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Mexico,0,1,Uruguay, ,22,18,,,,,,,,
2010,22-Jun-10, 16:00 ,Group A,Free State Stadium,Mangaung/Bloemfontein ,South Africa,France,1,2,South Africa, ,68,4,,,,,,,,
2010,22-Jun-10, 20:30 ,Group B,Durban Stadium,Durban ,South Africa,Nigeria,2,2,Korea Republic, ,12,13,,,,,,,,
2010,22-Jun-10, 20:30 ,Group B,Peter Mokaba Stadium,Polokwane ,South Africa,Greece,0,2,Argentina, ,4,22,,,,,,,,
2010,23-Jun-10, 16:00 ,Group C,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Slovenia,0,1,England, ,3,25,,,,,,,,
2010,23-Jun-10, 16:00 ,Group C,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,USA,1,0,Algeria, ,19,9,,,,,,,,
2010,23-Jun-10, 20:30 ,Group D,Soccer City Stadium,Johannesburg ,South Africa,Ghana,0,1,Germany, ,4,35,,,,,,,,
2010,23-Jun-10, 20:30 ,Group D,Mbombela Stadium,Nelspruit ,South Africa,Australia,2,1,Serbia, ,7,2,,,,,,,,
2010,24-Jun-10, 16:00 ,Group F,Ellis Park Stadium,Johannesburg ,South Africa,Slovakia,3,2,Italy, ,3,29,,,,,,,,
2010,24-Jun-10, 16:00 ,Group F,Peter Mokaba Stadium,Polokwane ,South Africa,Paraguay,0,0,New Zealand, ,14,3,,,,,,,,
2010,24-Jun-10, 20:30 ,Group E,Royal Bafokeng Sports Palace,Phokeng ,South Africa,Denmark,1,3,Japan, ,13,7,,,,,,,,
2010,24-Jun-10, 20:30 ,Group E,Cape Town Stadium,Cape Town ,South Africa,Cameroon,1,2,Netherlands, ,11,40,,,,,,,,
2010,25-Jun-10, 16:00 ,Group G,Durban Stadium,Durban ,South Africa,Portugal,0,0,Brazil, ,36,45,,,,,,,,
2010,25-Jun-10, 16:00 ,Group G,Mbombela Stadium,Nelspruit ,South Africa,Korea DPR,0,3,Cï¿½te d'Ivoire, ,2,8,,,,,,,,
2010,25-Jun-10, 20:30 ,Group H,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Chile,1,2,Spain, ,25,42,,,,,,,,
2010,25-Jun-10, 20:30 ,Group H,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Switzerland,0,0,Honduras, ,22,1,,,,,,,,
2010,26-Jun-10, 16:00 ,Round of 16,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Uruguay,2,1,Korea Republic, ,62,13,,,,,,,,
2010,26-Jun-10, 20:30 ,Round of 16,Royal Bafokeng Sports Palace,Phokeng ,South Africa,USA,1,2,Ghana,Ghana win after extra time ,19,9,,,,,,,,
2010,27-Jun-10, 16:00 ,Round of 16,Free State Stadium,Mangaung/Bloemfontein ,South Africa,Germany,4,1,England, ,69,25,,,,,,,,
2010,27-Jun-10, 20:30 ,Round of 16,Soccer City Stadium,Johannesburg ,South Africa,Argentina,3,1,Mexico, ,111,36,,,,,,,,
2010,28-Jun-10, 16:00 ,Round of 16,Durban Stadium,Durban ,South Africa,Netherlands,2,1,Slovakia, ,51,2,,,,,,,,
2010,28-Jun-10, 20:30 ,Round of 16,Ellis Park Stadium,Johannesburg ,South Africa,Brazil,3,0,Chile, ,180,16,,,,,,,,
2010,29-Jun-10, 16:00 ,Round of 16,Loftus Versfeld Stadium,Tshwane/Pretoria ,South Africa,Paraguay,0,0,Japan,Paraguay win on penalties (5 - 3) ,14,7,,,,,,,,
2010,29-Jun-10, 20:30 ,Round of 16,Cape Town Stadium,Cape Town ,South Africa,Spain,1,0,Portugal, ,50,7,,,,,,,,
2010,02-Jul-10, 16:00 ,Quarter-finals,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Netherlands,2,1,Brazil, ,51,45,,,,,,,,
2010,02-Jul-10, 20:30 ,Quarter-finals,Soccer City Stadium,Johannesburg ,South Africa,Uruguay,1,1,Ghana,Uruguay win on penalties (4 - 2) ,62,9,,,,,,,,
2010,03-Jul-10, 16:00 ,Quarter-finals,Cape Town Stadium,Cape Town ,South Africa,Argentina,0,4,Germany, ,111,35,,,,,,,,
2010,03-Jul-10, 20:30 ,Quarter-finals,Ellis Park Stadium,Johannesburg ,South Africa,Paraguay,0,1,Spain, ,14,42,,,,,,,,
2010,06-Jul-10, 20:30 ,Semi-finals,Cape Town Stadium,Cape Town ,South Africa,Uruguay,2,3,Netherlands, ,62,40,,,,,,,,
2010,07-Jul-10, 20:30 ,Semi-finals,Durban Stadium,Durban ,South Africa,Germany,0,1,Spain, ,69,42,,,,,,,,
2010,10-Jul-10, 20:30 ,Match for third place,Port Elizabeth Stadium,Nelson Mandela Bay/Port Elizabeth ,South Africa,Uruguay,2,3,Germany, ,62,35,,,,,,,,
2010,11-Jul-10, 20:30 ,Final,Soccer City Stadium,Johannesburg ,South Africa,Netherlands,0,1,Spain,Spain win after extra time ,51,42,,,,,,,,
2014,12-Jun-14, 17:00 ,Group A,Arena de Sao Paulo,Sao Paulo ,Brazil,Brazil,3,1,Croatia, ,180,18,,,,,,,,
2014,13-Jun-14, 13:00 ,Group A,Estadio das Dunas,Natal ,Brazil,Mexico,1,0,Cameroon, ,22,7,,,,,,,,
2014,13-Jun-14, 16:00 ,Group B,Arena Fonte Nova,Salvador ,Brazil,Spain,1,5,Netherlands, ,50,40,,,,,,,,
2014,13-Jun-14, 18:00 ,Group B,Arena Pantanal,Cuiaba ,Brazil,Chile,3,1,Australia, ,25,4,,,,,,,,
2014,14-Jun-14, 13:00 ,Group C,Estadio Mineirao,Belo Horizonte ,Brazil,Colombia,3,0,Greece, ,11,2,,,,,,,,
2014,14-Jun-14, 16:00 ,Group D,Estadio Castelao,Fortaleza ,Brazil,Uruguay,1,3,Costa Rica, ,62,11,,,,,,,,
2014,14-Jun-14, 18:00 ,Group D,Arena Amazonia,Manaus ,Brazil,England,1,2,Italy, ,54,29,,,,,,,,
2014,14-Jun-14, 22:00 ,Group C,Arena Pernambuco,Recife ,Brazil,Cï¿½te d'Ivoire,2,1,Japan, ,5,7,,,,,,,,
2014,15-Jun-14, 13:00 ,Group E,Estadio Nacional,Brasilia ,Brazil,Switzerland,2,1,Ecuador, ,22,6,,,,,,,,
2014,15-Jun-14, 16:00 ,Group E,Estadio Beira-Rio,Porto Alegre ,Brazil,France,3,0,Honduras, ,68,1,,,,,,,,
2014,15-Jun-14, 19:00 ,Group F,Estadio do Maracana,Rio De Janeiro ,Brazil,Argentina,2,1,Bosnia and Herzegovina, ,111,1,,,,,,,,
2014,16-Jun-14, 13:00 ,Group G,Arena Fonte Nova,Salvador ,Brazil,Germany,4,0,Portugal, ,69,7,,,,,,,,
2014,16-Jun-14, 16:00 ,Group F,Arena da Baixada,Curitiba ,Brazil,IR Iran,0,0,Nigeria, ,0,8,,,,,,,,
2014,16-Jun-14, 19:00 ,Group G,Estadio das Dunas,Natal ,Brazil,Ghana,1,2,USA, ,4,19,,,,,,,,
2014,17-Jun-14, 13:00 ,Group H,Estadio Mineirao,Belo Horizonte ,Brazil,Belgium,2,1,Algeria, ,27,9,,,,,,,,
2014,17-Jun-14, 16:00 ,Group A,Estadio Castelao,Fortaleza ,Brazil,Brazil,0,0,Mexico, ,180,36,,,,,,,,
2014,17-Jun-14, 18:00 ,Group H,Arena Pantanal,Cuiaba ,Brazil,Russia,1,1,Korea Republic, ,9,13,,,,,,,,
2014,18-Jun-14, 13:00 ,Group B,Estadio Beira-Rio,Porto Alegre ,Brazil,Australia,2,3,Netherlands, ,7,40,,,,,,,,
2014,18-Jun-14, 16:00 ,Group B,Estadio do Maracana,Rio De Janeiro ,Brazil,Spain,0,2,Chile, ,50,16,,,,,,,,
2014,18-Jun-14, 18:00 ,Group A,Arena Amazonia,Manaus ,Brazil,Cameroon,0,4,Croatia, ,11,18,,,,,,,,
2014,19-Jun-14, 13:00 ,Group C,Estadio Nacional,Brasilia ,Brazil,Colombia,2,1,Cï¿½te d'Ivoire, ,11,8,,,,,,,,
2014,19-Jun-14, 16:00 ,Group D,Arena de Sao Paulo,Sao Paulo ,Brazil,Uruguay,2,1,England, ,62,25,,,,,,,,
2014,19-Jun-14, 19:00 ,Group C,Estadio das Dunas,Natal ,Brazil,Japan,0,0,Greece, ,7,2,,,,,,,,
2014,20-Jun-14, 13:00 ,Group D,Arena Pernambuco,Recife ,Brazil,Italy,0,1,Costa Rica, ,99,11,,,,,,,,
2014,20-Jun-14, 16:00 ,Group E,Arena Fonte Nova,Salvador ,Brazil,Switzerland,2,5,France, ,22,40,,,,,,,,
2014,20-Jun-14, 19:00 ,Group E,Arena da Baixada,Curitiba ,Brazil,Honduras,1,2,Ecuador, ,2,6,,,,,,,,
2014,21-Jun-14, 13:00 ,Group F,Estadio Mineirao,Belo Horizonte ,Brazil,Argentina,1,0,IR Iran, ,111,2,,,,,,,,
2014,21-Jun-14, 16:00 ,Group G,Estadio Castelao,Fortaleza ,Brazil,Germany,2,2,Ghana, ,69,9,,,,,,,,
2014,21-Jun-14, 18:00 ,Group F,Arena Pantanal,Cuiaba ,Brazil,Nigeria,1,0,Bosnia and Herzegovina, ,12,1,,,,,,,,
2014,22-Jun-14, 13:00 ,Group H,Estadio do Maracana,Rio De Janeiro ,Brazil,Belgium,1,0,Russia, ,27,4,,,,,,,,
2014,22-Jun-14, 16:00 ,Group H,Estadio Beira-Rio,Porto Alegre ,Brazil,Korea Republic,2,4,Algeria, ,18,9,,,,,,,,
2014,22-Jun-14, 18:00 ,Group G,Arena Amazonia,Manaus ,Brazil,USA,2,2,Portugal, ,19,7,,,,,,,,
2014,23-Jun-14, 13:00 ,Group B,Arena da Baixada,Curitiba ,Brazil,Australia,0,3,Spain, ,7,42,,,,,,,,
2014,23-Jun-14, 13:00 ,Group B,Arena de Sao Paulo,Sao Paulo ,Brazil,Netherlands,2,0,Chile, ,51,16,,,,,,,,
2014,23-Jun-14, 17:00 ,Group A,Estadio Nacional,Brasilia ,Brazil,Cameroon,1,4,Brazil, ,11,45,,,,,,,,
2014,23-Jun-14, 17:00 ,Group A,Arena Pernambuco,Recife ,Brazil,Croatia,1,3,Mexico, ,3,36,,,,,,,,
2014,24-Jun-14, 13:00 ,Group D,Estadio das Dunas,Natal ,Brazil,Italy,0,1,Uruguay, ,99,18,,,,,,,,
2014,24-Jun-14, 13:00 ,Group D,Estadio Mineirao,Belo Horizonte ,Brazil,Costa Rica,0,0,England, ,7,25,,,,,,,,
2014,24-Jun-14, 16:00 ,Group C,Arena Pantanal,Cuiaba ,Brazil,Japan,1,4,Colombia, ,7,18,,,,,,,,
2014,24-Jun-14, 17:00 ,Group C,Estadio Castelao,Fortaleza ,Brazil,Greece,2,1,Cï¿½te d'Ivoire, ,4,8,,,,,,,,
2014,25-Jun-14, 13:00 ,Group F,Estadio Beira-Rio,Porto Alegre ,Brazil,Nigeria,2,3,Argentina, ,12,22,,,,,,,,
2014,25-Jun-14, 13:00 ,Group F,Arena Fonte Nova,Salvador ,Brazil,Bosnia and Herzegovina,3,1,IR Iran, ,3,2,,,,,,,,
2014,25-Jun-14, 16:00 ,Group E,Arena Amazonia,Manaus ,Brazil,Honduras,0,3,Switzerland, ,2,23,,,,,,,,
2014,25-Jun-14, 17:00 ,Group E,Estadio do Maracana,Rio De Janeiro ,Brazil,Ecuador,0,0,France, ,4,40,,,,,,,,
2014,26-Jun-14, 13:00 ,Group G,Arena Pernambuco,Recife ,Brazil,USA,0,1,Germany, ,19,35,,,,,,,,
2014,26-Jun-14, 13:00 ,Group G,Estadio Nacional,Brasilia ,Brazil,Portugal,2,1,Ghana, ,36,9,,,,,,,,
2014,26-Jun-14, 17:00 ,Group H,Arena de Sao Paulo,Sao Paulo ,Brazil,Korea Republic,0,1,Belgium, ,18,27,,,,,,,,
2014,26-Jun-14, 17:00 ,Group H,Arena da Baixada,Curitiba ,Brazil,Algeria,1,1,Russia, ,5,4,,,,,,,,
2014,28-Jun-14, 13:00 ,Round of 16,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,1,1,Chile,Brazil win on penalties (3 - 2) ,180,16,,,,,,,,
2014,28-Jun-14, 17:00 ,Round of 16,Estadio do Maracana,Rio De Janeiro ,Brazil,Colombia,2,0,Uruguay, ,11,18,,,,,,,,
2014,30-Jun-14, 13:00 ,Round of 16,Estadio Nacional,Brasilia ,Brazil,France,2,0,Nigeria, ,68,8,,,,,,,,
2014,30-Jun-14, 17:00 ,Round of 16,Estadio Beira-Rio,Porto Alegre ,Brazil,Germany,2,1,Algeria,Germany win after extra time ,69,9,,,,,,,,
2014,04-Jul-14, 17:00 ,Quarter-finals,Estadio Castelao,Fortaleza ,Brazil,Brazil,2,1,Colombia, ,180,18,,,,,,,,
2014,04-Jul-14, 13:00 ,Quarter-finals,Estadio do Maracana,Rio De Janeiro ,Brazil,France,0,1,Germany, ,68,35,,,,,,,,
2014,08-Jul-14, 17:00 ,Semi-finals,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,1,7,Germany, ,180,35,,,,,,,,
2014,12-Jul-14, 17:00 ,Play-off for third place,Estadio Nacional,Brasilia ,Brazil,Brazil,0,3,Netherlands, ,180,40,,,,,,,,
2014,13-Jul-14, 16:00 ,Final,Estadio do Maracana,Rio De Janeiro ,Brazil,Germany,1,0,Argentina,Germany win after extra time ,69,22,,,,,,,,
2014,09-Jul-14, 17:00 ,Semi-finals,Arena de Sao Paulo,Sao Paulo ,Brazil,Netherlands,0,0,Argentina,Argentina win on penalties (2 - 4) ,51,22,,,,,,,,
2014,05-Jul-14, 17:00 ,Quarter-finals,Arena Fonte Nova,Salvador ,Brazil,Netherlands,0,0,Costa Rica,Netherlands win on penalties (4 - 3) ,51,11,,,,,,,,
2014,05-Jul-14, 13:00 ,Quarter-finals,Estadio Nacional,Brasilia ,Brazil,Argentina,1,0,Belgium, ,111,27,,,,,,,,
2014,29-Jun-14, 13:00 ,Round of 16,Estadio Castelao,Fortaleza ,Brazil,Netherlands,2,1,Mexico, ,51,36,,,,,,,,
2014,29-Jun-14, 17:00 ,Round of 16,Arena Pernambuco,Recife ,Brazil,Costa Rica,1,1,Greece,Costa Rica win on penalties (5 - 3) ,7,2,,,,,,,,
2014,01-Jul-14, 13:00 ,Round of 16,Arena de Sao Paulo,Sao Paulo ,Brazil,Argentina,1,0,Switzerland,Argentina win after extra time ,111,23,,,,,,,,
2014,01-Jul-14, 17:00 ,Round of 16,Arena Fonte Nova,Salvador ,Brazil,Belgium,2,1,USA,Belgium win after extra time ,27,19,,,,,,,,
2014,28-Jun-14, 13:00 ,Round of 16,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,1,1,Chile,Brazil win on penalties (3 - 2) ,180,16,,,,,,,,
2014,28-Jun-14, 17:00 ,Round of 16,Estadio do Maracana,Rio De Janeiro ,Brazil,Colombia,2,0,Uruguay, ,11,18,,,,,,,,
2014,29-Jun-14, 13:00 ,Round of 16,Estadio Castelao,Fortaleza ,Brazil,Netherlands,2,1,Mexico, ,51,36,,,,,,,,
2014,29-Jun-14, 17:00 ,Round of 16,Arena Pernambuco,Recife ,Brazil,Costa Rica,1,1,Greece,Costa Rica win on penalties (5 - 3) ,7,2,,,,,,,,
2014,30-Jun-14, 13:00 ,Round of 16,Estadio Nacional,Brasilia ,Brazil,France,2,0,Nigeria, ,68,8,,,,,,,,
2014,30-Jun-14, 17:00 ,Round of 16,Estadio Beira-Rio,Porto Alegre ,Brazil,Germany,2,1,Algeria,Germany win after extra time ,69,9,,,,,,,,
2014,01-Jul-14, 13:00 ,Round of 16,Arena de Sao Paulo,Sao Paulo ,Brazil,Argentina,1,0,Switzerland,Argentina win after extra time ,111,23,,,,,,,,
2014,01-Jul-14, 17:00 ,Round of 16,Arena Fonte Nova,Salvador ,Brazil,Belgium,2,1,USA,Belgium win after extra time ,27,19,,,,,,,,
2014,04-Jul-14, 13:00 ,Quarter-finals,Estadio do Maracana,Rio De Janeiro ,Brazil,France,0,1,Germany, ,68,35,,,,,,,,
2014,04-Jul-14, 17:00 ,Quarter-finals,Estadio Castelao,Fortaleza ,Brazil,Brazil,2,1,Colombia, ,180,18,,,,,,,,
2014,05-Jul-14, 13:00 ,Quarter-finals,Estadio Nacional,Brasilia ,Brazil,Argentina,1,0,Belgium, ,111,27,,,,,,,,
2014,05-Jul-14, 17:00 ,Quarter-finals,Arena Fonte Nova,Salvador ,Brazil,Netherlands,0,0,Costa Rica,Netherlands win on penalties (4 - 3) ,51,11,,,,,,,,
2014,08-Jul-14, 17:00 ,Semi-finals,Estadio Mineirao,Belo Horizonte ,Brazil,Brazil,1,7,Germany, ,180,35,,,,,,,,
2014,09-Jul-14, 17:00 ,Semi-finals,Arena de Sao Paulo,Sao Paulo ,Brazil,Netherlands,0,0,Argentina,Argentina win on penalties (2 - 4) ,51,22,,,,,,,,
2014,12-Jul-14, 17:00 ,Play-off for third place,Estadio Nacional,Brasilia ,Brazil,Brazil,0,3,Netherlands, ,180,40,,,,,,,,
2014,13-Jul-14, 16:00 ,Final,Estadio do Maracana,Rio De Janeiro ,Brazil,Germany,1,0,Argentina,Germany win after extra time ,69,22,,,,,,,,
